"Date","Hour","Total (MWh)","Wind (MWh)","Geothermal (MWh)","Dammed Hydro With Reservoir (MWh)","Canal Type (MWh)","Run-of-River (MWh)","Land Fill Gas (MWh)","Biogas (MWh)","Sun (MWh)","Biomass (MWh)","Others (MWh)"
"24/12/2017","02:00","7,390.27","4,120.84","631.96","412.33","1,881.26","156.83","35.41","71.71","0.00","79.93","0.00"
"24/12/2017","03:00","7,146.09","4,001.23","633.16","412.47","1,842.98","69.81","35.43","70.73","0.00","80.28","0.00"
"24/12/2017","04:00","7,312.27","3,860.87","633.80","660.57","1,862.23","106.59","35.66","72.22","0.00","80.33","0.00"
"24/12/2017","05:00","7,159.14","3,586.61","632.99","699.44","1,948.24","106.10","34.18","71.52","0.00","80.06","0.00"
"24/12/2017","06:00","7,021.74","3,309.35","633.95","777.08","2,005.06","111.65","34.78","70.98","0.00","78.89","0.00"
"24/12/2017","07:00","6,667.39","3,136.36","633.12","562.32","2,042.76","108.66","35.44","70.54","0.00","78.19","0.00"
"24/12/2017","08:00","6,923.67","3,060.17","636.78","849.99","2,120.96","79.43","28.91","69.73","0.27","77.43","0.00"
"24/12/2017","09:00","7,000.73","2,984.69","630.85","947.26","2,145.75","111.85","33.71","68.69","0.47","77.46","0.00"
"24/12/2017","10:00","6,970.34","2,900.24","630.69","978.82","2,150.09","128.54","32.36","70.10","1.28","78.22","0.00"
"24/12/2017","11:00","6,795.63","2,681.36","625.46","892.19","2,228.23","184.05","34.41","69.97","2.79","77.17","0.00"
"24/12/2017","12:00","6,418.58","2,567.17","625.48","658.32","2,192.11","192.89","32.42","69.85","3.08","77.26","0.00"
"24/12/2017","13:00","6,511.60","2,439.28","624.30","876.83","2,192.53","192.11","35.10","68.19","2.19","81.07","0.00"
"24/12/2017","14:00","6,236.07","2,340.07","625.53","810.88","2,154.17","119.48","33.46","69.39","1.68","81.41","0.00"
"24/12/2017","15:00","6,079.61","2,256.97","623.74","778.64","2,175.18","59.22","33.17","69.97","0.68","82.04","0.00"
"24/12/2017","16:00","6,147.53","2,183.99","623.10","872.50","2,214.67","70.67","33.97","69.16","0.10","79.37","0.00"
"24/12/2017","17:00","5,581.88","2,001.18","629.40","571.18","2,129.37","67.63","34.13","69.39","0.00","79.60","0.00"
"24/12/2017","18:00","6,023.22","1,909.56","629.92","923.42","2,235.81","140.84","34.10","70.01","0.00","79.56","0.00"
"24/12/2017","19:00","5,857.49","1,750.42","628.78","927.16","2,273.77","91.71","34.28","71.97","0.00","79.40","0.00"
"24/12/2017","20:00","5,858.89","1,691.93","629.96","997.94","2,253.53","100.47","35.27","71.95","0.00","77.84","0.00"
"24/12/2017","21:00","5,546.91","1,570.93","634.72","840.81","2,214.09","104.63","35.43","72.45","0.00","73.85","0.00"
"24/12/2017","22:00","5,301.28","1,377.63","633.98","749.65","2,184.20","178.43","34.83","67.04","0.00","75.52","0.00"
"24/12/2017","23:00","5,600.48","1,492.00","632.35","974.73","2,130.14","192.13","33.80","66.59","0.00","78.74","0.00"
"25/12/2017","00:00","6,296.97","1,593.09","633.54","1,327.08","2,385.79","173.33","35.94","70.77","0.00","77.43","0.00"
"25/12/2017","01:00","5,971.18","1,420.31","635.87","1,223.53","2,343.33","162.99","35.91","71.07","0.00","78.17","0.00"
"25/12/2017","02:00","6,142.35","1,441.44","635.48","1,435.38","2,291.54","157.55","33.20","70.00","0.00","77.76","0.00"
"25/12/2017","03:00","5,587.46","1,419.50","634.24","1,078.61","2,183.38","96.30","27.50","69.88","0.00","78.05","0.00"
"25/12/2017","04:00","5,546.41","1,520.21","637.58","1,009.22","2,109.98","87.39","31.67","70.25","0.00","80.11","0.00"
"25/12/2017","05:00","5,506.73","1,522.93","636.41","992.60","2,087.36","84.29","33.62","70.23","0.00","79.29","0.00"
"25/12/2017","06:00","5,555.00","1,439.92","635.55","1,157.85","2,037.07","100.46","34.08","70.74","0.00","79.33","0.00"
"25/12/2017","07:00","5,374.02","1,391.24","634.54","1,089.75","2,014.96","80.76","34.95","70.08","0.01","57.73","0.00"
"25/12/2017","08:00","5,922.95","1,338.95","635.67","1,542.35","2,154.11","93.07","29.61","69.53","1.35","58.31","0.00"
"25/12/2017","09:00","6,133.91","1,252.91","635.43","1,740.29","2,243.46","94.25","32.67","70.82","5.71","58.37","0.00"
"25/12/2017","10:00","6,098.75","1,177.71","612.92","1,853.55","2,235.21","54.67","28.95","69.21","8.01","58.52","0.00"
"25/12/2017","11:00","6,225.87","1,056.58","617.73","2,046.70","2,227.60","111.78","31.37","65.34","10.43","58.34","0.00"
"25/12/2017","12:00","5,966.77","981.24","611.47","1,927.01","2,171.79","103.62","31.28","67.15","8.93","64.28","0.00"
"25/12/2017","13:00","5,579.87","861.28","614.93","1,698.06","2,129.90","97.96","32.07","67.51","9.96","68.20","0.00"
"25/12/2017","14:00","5,309.46","792.60","617.61","1,589.31","2,033.62","97.35","30.97","70.80","8.12","69.08","0.00"
"25/12/2017","15:00","5,203.36","826.86","620.64","1,500.89","1,945.85","126.84","28.76","70.10","5.18","78.24","0.00"
"25/12/2017","16:00","5,351.50","984.49","618.65","1,563.57","1,908.05","102.67","30.56","67.98","1.20","74.33","0.00"
"25/12/2017","17:00","5,651.97","1,120.68","624.95","1,589.66","2,038.46","97.20","34.93","68.33","0.00","77.76","0.00"
"25/12/2017","18:00","5,878.73","1,130.30","628.11","1,761.63","2,096.32","79.10","36.31","69.73","0.00","77.23","0.00"
"25/12/2017","19:00","5,456.98","1,152.61","627.98","1,362.33","1,991.96","127.11","35.20","69.94","0.00","89.85","0.00"
"25/12/2017","20:00","5,456.70","1,045.32","625.26","1,571.38","1,882.01","139.66","35.16","69.82","0.00","88.09","0.00"
"25/12/2017","21:00","5,577.49","1,126.71","628.78","1,552.10","1,944.02","121.63","34.78","69.58","0.00","99.89","0.00"
"25/12/2017","22:00","5,101.57","931.08","624.71","1,242.39","2,008.47","87.59","35.23","67.35","0.00","104.75","0.00"
"25/12/2017","23:00","5,606.48","891.52","633.49","1,752.65","2,019.19","96.75","34.14","69.03","0.00","109.71","0.00"
"26/12/2017","00:00","5,125.26","857.43","640.24","1,487.92","1,783.05","140.69","35.05","70.04","0.00","110.84","0.00"
"26/12/2017","01:00","4,727.63","860.74","637.65","1,139.33","1,733.24","138.27","34.85","66.84","0.00","116.71","0.00"
"26/12/2017","02:00","4,509.55","881.13","641.14","1,003.51","1,681.90","83.77","33.77","69.71","0.00","114.62","0.00"
"26/12/2017","03:00","4,516.80","901.59","643.56","1,043.17","1,675.53","39.22","33.43","70.03","0.00","110.27","0.00"
"26/12/2017","04:00","5,255.66","905.81","643.52","1,741.85","1,707.16","38.60","33.93","70.12","0.00","114.67","0.00"
"26/12/2017","05:00","4,793.25","913.63","641.74","1,280.50","1,696.89","38.68","34.66","70.03","0.00","117.12","0.00"
"26/12/2017","06:00","4,416.35","894.61","641.50","959.41","1,664.14","37.20","34.83","69.68","0.00","114.98","0.00"
"26/12/2017","07:00","5,083.04","904.61","644.63","1,614.66","1,663.77","43.22","33.80","69.23","0.45","108.67","0.00"
"26/12/2017","08:00","5,806.09","992.28","644.50","2,169.45","1,739.78","44.68","35.15","69.60","2.08","108.57","0.00"
"26/12/2017","09:00","5,955.20","1,020.91","642.52","2,169.25","1,847.29","58.81","37.98","69.53","6.29","102.62","0.00"
"26/12/2017","10:00","5,742.58","918.71","637.47","1,975.08","1,872.02","117.27","36.79","69.34","9.00","106.90","0.00"
"26/12/2017","11:00","5,289.43","926.98","579.84","1,593.66","1,847.00","116.23","38.06","69.15","10.40","108.11","0.00"
"26/12/2017","12:00","4,709.89","955.55","601.27","1,133.69","1,666.50","126.85","36.73","69.74","10.58","108.98","0.00"
"26/12/2017","13:00","4,773.82","1,012.82","609.20","1,191.42","1,614.25","122.71","36.82","69.65","10.11","106.84","0.00"
"26/12/2017","14:00","4,844.12","1,056.92","605.49","1,260.31","1,620.41","75.57","33.75","69.82","8.00","113.85","0.00"
"26/12/2017","15:00","4,791.09","1,158.40","602.41","1,174.02","1,561.57","73.66","34.81","68.95","5.17","112.10","0.00"
"26/12/2017","16:00","5,016.05","1,268.14","603.52","1,246.77","1,605.02","77.91","36.03","68.38","1.32","108.96","0.00"
"26/12/2017","17:00","5,213.37","1,502.86","610.35","1,304.49","1,497.62","77.57","36.13","70.00","0.00","114.35","0.00"
"26/12/2017","18:00","5,608.75","1,893.38","611.65","1,075.39","1,682.53","130.11","36.25","64.86","0.00","114.58","0.00"
"26/12/2017","19:00","6,079.13","2,258.77","614.54","1,241.25","1,665.66","84.43","34.62","65.55","0.00","114.31","0.00"
"26/12/2017","20:00","6,635.97","2,593.27","619.72","1,337.53","1,755.85","110.56","34.70","65.96","0.00","118.38","0.00"
"26/12/2017","21:00","7,110.05","2,914.85","617.47","1,507.46","1,808.98","46.31","34.89","65.32","0.00","114.77","0.00"
"26/12/2017","22:00","6,702.52","3,083.56","619.58","1,069.30","1,667.12","42.31","35.35","66.94","0.00","118.36","0.00"
"26/12/2017","23:00","6,594.36","3,244.94","616.67","924.37","1,548.81","41.92","34.32","66.66","0.00","116.67","0.00"
"27/12/2017","00:00","6,827.81","3,320.81","614.82","1,140.13","1,448.86","87.47","32.92","65.16","0.00","117.64","0.00"
"27/12/2017","01:00","6,743.19","3,363.47","612.03","1,080.19","1,430.24","36.22","34.34","64.36","0.00","122.34","0.00"
"27/12/2017","02:00","6,389.99","3,354.27","616.64","799.98","1,367.84","36.09","34.07","64.93","0.00","116.17","0.00"
"27/12/2017","03:00","6,271.67","3,399.12","621.60","688.44","1,313.42","34.78","34.17","65.26","0.00","114.88","0.00"
"27/12/2017","04:00","6,452.49","3,312.84","622.27","806.29","1,453.73","44.57","33.48","65.12","0.00","114.19","0.00"
"27/12/2017","05:00","6,509.55","3,342.47","639.30","828.55","1,445.67","40.72","33.60","64.90","0.00","114.34","0.00"
"27/12/2017","06:00","6,340.48","3,219.02","635.41","892.56","1,345.67","35.51","34.50","65.21","0.00","112.60","0.00"
"27/12/2017","07:00","6,524.75","3,074.60","636.82","1,153.14","1,409.04","34.80","34.32","65.32","0.07","116.64","0.00"
"27/12/2017","08:00","6,805.87","3,086.84","633.07","1,245.68","1,550.18","76.02","34.43","64.77","1.83","113.05","0.00"
"27/12/2017","09:00","6,866.77","3,006.39","621.03","1,412.57","1,521.57","87.18","36.83","64.28","4.73","112.19","0.00"
"27/12/2017","10:00","6,910.23","3,104.69","615.27","1,331.28","1,550.53","95.19","37.32","64.35","6.45","105.15","0.00"
"27/12/2017","11:00","7,032.70","3,125.87","605.20","1,436.86","1,546.55","101.21","37.63","64.29","7.64","107.45","0.00"
"27/12/2017","12:00","6,694.50","3,017.12","599.83","1,232.05","1,532.13","94.31","36.86","64.70","7.92","109.58","0.00"
"27/12/2017","13:00","6,591.88","2,821.95","596.18","1,372.92","1,501.84","76.27","37.66","64.91","7.34","112.81","0.00"
"27/12/2017","14:00","6,493.23","2,724.86","591.57","1,294.83","1,615.78","43.93","35.48","65.24","6.70","114.84","0.00"
"27/12/2017","15:00","6,570.40","2,721.05","598.13","1,420.84","1,539.64","69.32","35.15","66.10","3.69","116.48","0.00"
"27/12/2017","16:00","6,420.35","2,526.81","610.78","1,414.08","1,579.99","68.97","36.23","65.35","1.02","117.12","0.00"
"27/12/2017","17:00","6,629.39","2,710.05","616.86","1,501.98","1,553.77","33.06","34.54","65.30","0.00","113.83","0.00"
"27/12/2017","18:00","6,913.65","2,832.74","617.19","1,507.48","1,626.48","110.03","35.62","66.27","0.00","117.84","0.00"
"27/12/2017","19:00","6,778.87","2,832.50","623.89","1,454.66","1,549.68","102.62","34.35","66.16","0.00","115.01","0.00"
"27/12/2017","20:00","6,661.99","2,824.08","626.09","1,254.64","1,641.92","100.12","33.01","66.17","0.00","115.96","0.00"
"27/12/2017","21:00","6,568.28","2,877.15","627.60","1,145.20","1,612.47","87.62","33.98","66.48","0.00","117.78","0.00"
"27/12/2017","22:00","6,619.27","2,955.48","630.34","1,176.87","1,586.15","54.05","34.09","65.89","0.00","116.40","0.00"
"27/12/2017","23:00","6,532.01","3,085.56","629.53","1,009.23","1,535.72","55.67","33.38","65.91","0.00","117.01","0.00"
"28/12/2017","00:00","7,069.52","3,312.23","631.99","1,338.42","1,475.82","95.99","33.73","66.37","0.00","114.97","0.00"
"28/12/2017","01:00","6,734.43","3,156.59","635.56","1,248.12","1,389.62","91.21","33.27","66.58","0.00","113.48","0.00"
"28/12/2017","02:00","6,678.47","3,079.13","634.09","1,368.31","1,350.74","31.14","32.70","66.65","0.00","115.71","0.00"
"28/12/2017","03:00","6,676.75","3,137.99","637.41","1,340.55","1,313.18","35.45","34.14","66.41","0.00","111.62","0.00"
"28/12/2017","04:00","6,746.24","3,256.24","629.38","1,263.46","1,354.62","25.76","34.15","66.18","0.00","116.45","0.00"
"28/12/2017","05:00","6,681.22","3,225.06","625.40","1,277.34","1,299.51","34.40","34.93","66.32","0.00","118.26","0.00"
"28/12/2017","06:00","6,838.89","3,262.25","629.18","1,374.59","1,325.40","34.26","34.81","66.13","0.00","112.27","0.00"
"28/12/2017","07:00","7,225.43","3,350.00","627.54","1,659.78","1,301.97","68.33","32.51","66.69","0.01","118.60","0.00"
"28/12/2017","08:00","7,633.70","3,433.26","622.88","1,893.27","1,417.57","53.37","35.57","66.01","0.89","110.88","0.00"
"28/12/2017","09:00","7,771.64","3,488.37","631.18","1,902.50","1,401.46","130.20","37.67","65.26","2.58","112.42","0.00"
"28/12/2017","10:00","8,092.10","3,517.67","619.97","2,060.65","1,555.20","125.57","36.27","66.38","5.38","105.01","0.00"
"28/12/2017","11:00","8,383.29","3,776.11","616.64","2,055.03","1,610.97","106.79","35.41","65.96","4.18","112.20","0.00"
"28/12/2017","12:00","7,983.72","4,002.60","606.23","1,566.03","1,492.03","97.88","30.14","66.30","4.89","117.62","0.00"
"28/12/2017","13:00","8,359.38","4,092.96","606.61","1,825.18","1,522.32","92.26","36.82","67.72","6.18","109.33","0.00"
"28/12/2017","14:00","8,405.88","4,082.64","604.47","1,930.71","1,524.38","43.11","35.96","66.84","4.06","113.71","0.00"
"28/12/2017","15:00","8,292.71","4,088.92","599.30","1,781.42","1,571.90","33.30","34.04","65.78","1.80","116.25","0.00"
"28/12/2017","16:00","8,132.30","3,943.26","602.21","1,854.18","1,492.83","29.49","36.06","66.43","0.48","107.36","0.00"
"28/12/2017","17:00","8,213.65","4,031.77","613.66","1,814.46","1,522.73","23.62","36.75","65.76","0.00","104.90","0.00"
"28/12/2017","18:00","8,229.55","4,188.67","617.30","1,687.76","1,492.55","24.96","36.07","67.30","0.00","114.94","0.00"
"28/12/2017","19:00","8,039.28","4,409.94","615.10","1,368.82","1,406.55","25.05","34.02","67.55","0.00","112.25","0.00"
"28/12/2017","20:00","8,010.91","4,552.21","613.26","1,143.19","1,409.74","79.91","35.37","67.52","0.00","109.71","0.00"
"28/12/2017","21:00","8,186.03","4,564.85","612.22","1,293.20","1,412.23","85.56","35.82","66.58","0.00","115.57","0.00"
"28/12/2017","22:00","8,557.29","4,620.79","609.59","1,576.27","1,459.76","79.24","34.78","67.52","0.00","109.34","0.00"
"28/12/2017","23:00","8,434.73","4,651.93","607.65","1,472.33","1,410.93","79.29","35.44","68.69","0.00","108.47","0.00"
"29/12/2017","00:00","7,655.16","4,731.59","609.11","717.17","1,240.29","139.70","33.61","66.60","0.00","117.09","0.00"
"29/12/2017","01:00","7,406.85","4,658.09","609.27","680.31","1,142.90","102.30","33.30","65.67","0.00","115.01","0.00"
"29/12/2017","02:00","7,181.74","4,722.36","607.90","571.74","998.98","66.39","34.30","65.33","0.00","114.74","0.00"
"29/12/2017","03:00","7,303.39","4,790.67","611.23","526.43","1,094.10","66.29","33.09","65.26","0.00","116.32","0.00"
"29/12/2017","04:00","7,296.91","4,802.68","612.86","491.57","1,107.82","64.26","34.70","64.85","0.00","118.17","0.00"
"29/12/2017","05:00","7,563.18","4,896.00","611.06","649.86","1,125.73","64.63","34.63","67.56","0.00","113.71","0.00"
"29/12/2017","06:00","7,863.41","4,886.83","608.04","868.73","1,227.73","51.63","35.06","67.32","0.00","118.07","0.00"
